chr	group_id	NB_Genes	start	end	strand	ENS_ID	Name	Description
10	472	6	90424198	90438571	1	ENSG00000182333	LIPF	lipase, gastric [Source:HGNC Symbol;Acc:6622]
10	472	6	90484301	90512543	1	ENSG00000204021	LIPK	lipase, family member K [Source:HGNC Symbol;Acc:23444]
10	472	6	90521163	90537999	1	ENSG00000204020	LIPN	lipase, family member N [Source:HGNC Symbol;Acc:23452]
10	472	6	90562487	90580303	1	ENSG00000173239	LIPM	lipase, family member M [Source:HGNC Symbol;Acc:23455]
10	472	6	90973326	91174314	-1	ENSG00000107798	LIPA	lipase A, lysosomal acid, cholesterol esterase [Source:HGNC Symbol;Acc:6617]
10	473	5	91061712	91069033	1	ENSG00000119922	IFIT2	interferon-induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:5409]
10	473	5	91087651	91100728	1	ENSG00000119917	IFIT3	interferon-induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:5411]
10	473	5	91137813	91144962	1	ENSG00000204010	IFIT1B	interferon-induced protein with tetratricopeptide repeats 1B [Source:HGNC Symbol;Acc:23442]
10	473	5	91152303	91163745	1	ENSG00000185745	IFIT1	interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:5407]
10	473	5	91174343	91180758	1	ENSG00000152778	IFIT5	interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:13328]
10	474	2	94821021	94828454	1	ENSG00000187553	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1 [Source:HGNC Symbol;Acc:20577]
10	474	2	94833232	94837647	1	ENSG00000095596	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2603]
10	475	4	96443251	96495947	1	ENSG00000108242	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18 [Source:HGNC Symbol;Acc:2620]
10	475	4	96447911	96613017	1	ENSG00000165841	CYP2C19	cytochrome P450, family 2, subfamily C, polypeptide 19 [Source:HGNC Symbol;Acc:2621]
10	475	4	96698415	96749147	1	ENSG00000138109	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9 [Source:HGNC Symbol;Acc:2623]
10	475	4	96796530	96829254	-1	ENSG00000138115	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8 [Source:HGNC Symbol;Acc:2622]
10	476	2	97709725	97744785	1	ENSG00000269948	RP11-248J23.6	Protein LOC100652732  [Source:UniProtKB/TrEMBL;Acc:R4GNH7]
10	476	2	97733786	97792432	1	ENSG00000269920	RP11-690P14.4	Protein LOC100652732  [Source:UniProtKB/TrEMBL;Acc:R4GMS1]
10	477	2	99079022	99081672	1	ENSG00000165879	FRAT1	frequently rearranged in advanced T-cell lymphomas [Source:HGNC Symbol;Acc:3944]
10	477	2	99092255	99094458	-1	ENSG00000181274	FRAT2	frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:16048]
10	478	2	102265385	102289638	-1	ENSG00000255339	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PIZ8]
10	478	2	102267203	102289757	-1	ENSG00000166136	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa [Source:HGNC Symbol;Acc:7703]
10	479	2	104613980	104624718	1	ENSG00000166275	C10orf32	chromosome 10 open reading frame 32 [Source:HGNC Symbol;Acc:23516]
10	479	2	104614029	104661656	1	ENSG00000270316	C10orf32-ASMT	C10orf32-ASMT readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49183]
10	480	2	105213144	105218645	-1	ENSG00000185933	CALHM1	calcium homeostasis modulator 1 [Source:HGNC Symbol;Acc:23494]
10	480	2	105232561	105238997	-1	ENSG00000183128	CALHM3	calcium homeostasis modulator 3 [Source:HGNC Symbol;Acc:23458]
10	481	2	105995114	106027217	1	ENSG00000148834	GSTO1	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:13312]
10	481	2	106028631	106064703	1	ENSG00000065621	GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:23064]
10	482	2	106400859	107024993	1	ENSG00000156395	SORCS3	sortilin-related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:16699]
10	482	2	108333421	108924292	-1	ENSG00000108018	SORCS1	sortilin-related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:16697]
10	483	2	112836790	112840658	1	ENSG00000150594	ADRA2A	adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:281]
10	483	2	115803806	115806667	1	ENSG00000043591	ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:285]
10	484	3	118187379	118237469	1	ENSG00000203837	PNLIPRP3	pancreatic lipase-related protein 3 [Source:HGNC Symbol;Acc:23492]
10	484	3	118305443	118327367	1	ENSG00000175535	PNLIP	pancreatic lipase [Source:HGNC Symbol;Acc:9155]
10	484	3	118349897	118368687	1	ENSG00000187021	PNLIPRP1	pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:9156]
10	485	2	124608594	124639157	-1	ENSG00000213185	FAM24B	family with sequence similarity 24, member B [Source:HGNC Symbol;Acc:23475]
10	485	2	124670217	124672627	1	ENSG00000203795	FAM24A	family with sequence similarity 24, member A [Source:HGNC Symbol;Acc:23470]
10	486	2	126305649	126480296	-1	ENSG00000258539	RP11-12J10.3	
10	486	2	126436718	126480439	-1	ENSG00000203791	METTL10	methyltransferase like 10 [Source:HGNC Symbol;Acc:33787]
10	487	2	127700950	128077024	-1	ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:190]
10	487	2	135075907	135090372	-1	ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:215]
10	488	2	135121979	135166033	1	ENSG00000198546	ZNF511	zinc finger protein 511 [Source:HGNC Symbol;Acc:28445]
10	488	2	135160650	135166187	1	ENSG00000165828	PRAP1	proline-rich acidic protein 1 [Source:HGNC Symbol;Acc:23304]
10	489	2	135204338	135233999	1	ENSG00000254536	RP11-108K14.8	Mitochondrial GTPase 1  [Source:UniProtKB/TrEMBL;Acc:E9PI62]
10	489	2	135207598	135234811	1	ENSG00000148824	MTG1	mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]
11	490	3	307631	315272	1	ENSG00000185201	IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:5413]
11	490	3	313506	315272	1	ENSG00000185885	IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:5412]
11	490	3	319669	327537	-1	ENSG00000142089	IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:5414]
11	491	2	832843	839831	1	ENSG00000177697	CD151	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:1630]
11	491	2	842808	867116	1	ENSG00000214063	TSPAN4	tetraspanin 4 [Source:HGNC Symbol;Acc:11859]
11	492	6	1605572	1606513	-1	ENSG00000205869	KRTAP5-1	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:23596]
11	492	6	1618409	1619524	-1	ENSG00000205867	KRTAP5-2	keratin associated protein 5-2 [Source:HGNC Symbol;Acc:23597]
11	492	6	1628795	1629693	-1	ENSG00000196224	KRTAP5-3	keratin associated protein 5-3 [Source:HGNC Symbol;Acc:23598]
11	492	6	1642188	1643368	-1	ENSG00000241598	KRTAP5-4	keratin associated protein 5-4 [Source:HGNC Symbol;Acc:23599]
11	492	6	1651033	1652160	1	ENSG00000185940	KRTAP5-5	keratin associated protein 5-5 [Source:HGNC Symbol;Acc:23601]
11	492	6	1718425	1718985	1	ENSG00000205864	KRTAP5-6	keratin associated protein 5-6 [Source:HGNC Symbol;Acc:23600]
11	493	2	1753640	1771821	-1	ENSG00000244242	IFITM10	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:40022]
11	493	2	1768897	1780281	-1	ENSG00000250644	RP11-295K3.1	
11	494	2	3239174	3240043	-1	ENSG00000182170	MRGPRG	MAS-related GPR, member G [Source:HGNC Symbol;Acc:24829]
11	494	2	3248928	3253616	-1	ENSG00000184350	MRGPRE	MAS-related GPR, member E [Source:HGNC Symbol;Acc:30694]
11	495	2	3659733	3663546	-1	ENSG00000167311	ART5	ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:24049]
11	495	2	3666358	3685646	1	ENSG00000129744	ART1	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:723]
11	497	7	4406127	4414926	-1	ENSG00000132109	TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:11312]
11	497	7	4619902	4629489	-1	ENSG00000167333	TRIM68	tripartite motif containing 68 [Source:HGNC Symbol;Acc:21161]
11	497	7	5617339	5634188	1	ENSG00000121236	TRIM6	tripartite motif containing 6 [Source:HGNC Symbol;Acc:16277]
11	497	7	5617955	5665628	1	ENSG00000258588	TRIM6-TRIM34	TRIM6-TRIM34 readthrough [Source:HGNC Symbol;Acc:33440]
11	497	7	5640994	5665628	1	ENSG00000258659	TRIM34	tripartite motif containing 34 [Source:HGNC Symbol;Acc:10063]
11	497	7	5684425	5959849	-1	ENSG00000132256	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:16276]
11	497	7	5710919	5758319	1	ENSG00000132274	TRIM22	tripartite motif containing 22 [Source:HGNC Symbol;Acc:16379]
11	498	5	5246694	5250625	-1	ENSG00000244734	HBB	hemoglobin, beta [Source:HGNC Symbol;Acc:4827]
11	498	5	5253908	5256600	-1	ENSG00000223609	HBD	hemoglobin, delta [Source:HGNC Symbol;Acc:4829]
11	498	5	5269313	5271122	-1	ENSG00000213934	HBG1	hemoglobin, gamma A [Source:HGNC Symbol;Acc:4831]
11	498	5	5274420	5667019	-1	ENSG00000196565	HBG2	hemoglobin, gamma G [Source:HGNC Symbol;Acc:4832]
11	498	5	5289582	5526847	-1	ENSG00000213931	HBE1	hemoglobin, epsilon 1 [Source:HGNC Symbol;Acc:4830]
11	499	2	6502677	6505909	1	ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast) [Source:HGNC Symbol;Acc:4022]
11	499	2	6502715	6530208	1	ENSG00000265264	TIMM10B	Fracture callus 1 homolog (Rat); cDNA FLJ11268 fis, clone PLACE1009186, highly similar to Mitochondrial import inner membrane translocase subunit Tim9B; cDNA, FLJ92024, Homo sapiens fracture callus 1 homolog (rat) (FXC1), mRNA  [Source:UniProtKB/TrEMBL;Acc:B2R4A9]
11	500	68	4388493	4389616	-1	ENSG00000221996	OR52B4	olfactory receptor, family 52, subfamily B, member 4 [Source:HGNC Symbol;Acc:15209]
11	500	68	4470525	4471591	1	ENSG00000181963	OR52K2	olfactory receptor, family 52, subfamily K, member 2 [Source:HGNC Symbol;Acc:15223]
11	500	68	4510109	4511138	1	ENSG00000196778	OR52K1	olfactory receptor, family 52, subfamily K, member 1 [Source:HGNC Symbol;Acc:15222]
11	500	68	4566421	4567374	1	ENSG00000197790	OR52M1	olfactory receptor, family 52, subfamily M, member 1 [Source:HGNC Symbol;Acc:15225]
11	500	68	4608021	4609135	1	ENSG00000226288	OR52I2	olfactory receptor, family 52, subfamily I, member 2 [Source:HGNC Symbol;Acc:15221]
11	500	68	4615037	4616243	1	ENSG00000232268	OR52I1	olfactory receptor, family 52, subfamily I, member 1 [Source:HGNC Symbol;Acc:15220]
11	500	68	4660945	4662068	1	ENSG00000197428	OR51D1	olfactory receptor, family 51, subfamily D, member 1 [Source:HGNC Symbol;Acc:15193]
11	500	68	4664650	4676718	1	ENSG00000180785	OR51E1	olfactory receptor, family 51, subfamily E, member 1 [Source:HGNC Symbol;Acc:15194]
11	500	68	4701401	4719084	-1	ENSG00000167332	OR51E2	olfactory receptor, family 51, subfamily E, member 2 [Source:HGNC Symbol;Acc:15195]
11	500	68	4790209	4791168	-1	ENSG00000188069	OR51F1	olfactory receptor, family 51, subfamily F, member 1 [Source:HGNC Symbol;Acc:15196]
11	500	68	4824663	4825847	-1	ENSG00000176937	OR52R1	olfactory receptor, family 52, subfamily R, member 1 [Source:HGNC Symbol;Acc:15235]
11	500	68	4842551	4843686	1	ENSG00000176925	OR51F2	olfactory receptor, family 51, subfamily F, member 2 [Source:HGNC Symbol;Acc:15197]
11	500	68	4869427	4870514	-1	ENSG00000176922	OR51S1	olfactory receptor, family 51, subfamily S, member 1 [Source:HGNC Symbol;Acc:15204]
11	500	68	4880886	4881794	-1	ENSG00000176904	OR51H1P	olfactory receptor, family 51, subfamily H, member 1 pseudogene [Source:HGNC Symbol;Acc:14833]
11	500	68	4903049	4904113	1	ENSG00000176900	OR51T1	olfactory receptor, family 51, subfamily T, member 1 [Source:HGNC Symbol;Acc:15205]
11	500	68	4928600	4929538	1	ENSG00000176895	OR51A7	olfactory receptor, family 51, subfamily A, member 7 [Source:HGNC Symbol;Acc:15188]
11	500	68	4935900	4936922	-1	ENSG00000176893	OR51G2	olfactory receptor, family 51, subfamily G, member 2 [Source:HGNC Symbol;Acc:15198]
11	500	68	4944531	4945637	-1	ENSG00000176879	OR51G1	olfactory receptor, family 51, subfamily G, member 1 [Source:HGNC Symbol;Acc:14738]
11	500	68	4967355	4968356	-1	ENSG00000205497	OR51A4	olfactory receptor, family 51, subfamily A, member 4 [Source:HGNC Symbol;Acc:14795]
11	500	68	4976002	4976943	-1	ENSG00000205496	OR51A2	olfactory receptor, family 51, subfamily A, member 2 [Source:HGNC Symbol;Acc:14764]
11	500	68	5020213	5021160	1	ENSG00000176798	OR51L1	olfactory receptor, family 51, subfamily L, member 1 [Source:HGNC Symbol;Acc:14759]
11	500	68	5067756	5068691	1	ENSG00000205495	OR52J3	olfactory receptor, family 52, subfamily J, member 3 [Source:HGNC Symbol;Acc:14799]
11	500	68	5079880	5080857	-1	ENSG00000176787	OR52E2	olfactory receptor, family 52, subfamily E, member 2 [Source:HGNC Symbol;Acc:14769]
11	500	68	5090802	5091727	1	ENSG00000273085	OR52E1	
11	500	68	5152922	5153872	-1	ENSG00000171944	OR52A5	olfactory receptor, family 52, subfamily A, member 5 [Source:HGNC Symbol;Acc:19580]
11	500	68	5172239	5207612	-1	ENSG00000182070	OR52A1	olfactory receptor, family 52, subfamily A, member 1 [Source:HGNC Symbol;Acc:8318]
11	500	68	5198944	5199891	-1	ENSG00000176748	OR52Z1	olfactory receptor, family 52, subfamily Z, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:19596]
11	500	68	5220965	5221930	-1	ENSG00000176742	OR51V1	olfactory receptor, family 51, subfamily V, member 1 [Source:HGNC Symbol;Acc:19597]
11	500	68	5322244	5323226	-1	ENSG00000183251	OR51B4	olfactory receptor, family 51, subfamily B, member 4 [Source:HGNC Symbol;Acc:14708]
11	500	68	5344541	5345582	-1	ENSG00000184881	OR51B2	olfactory receptor, family 51, subfamily B, member 2 [Source:HGNC Symbol;Acc:14703]
11	500	68	5363744	5364809	-1	ENSG00000242180	OR51B5	olfactory receptor, family 51, subfamily B, member 5 [Source:HGNC Symbol;Acc:19599]
11	500	68	5372738	5373676	1	ENSG00000176239	OR51B6	olfactory receptor, family 51, subfamily B, member 6 [Source:HGNC Symbol;Acc:19600]
11	500	68	5410607	5411664	1	ENSG00000184698	OR51M1	olfactory receptor, family 51, subfamily M, member 1 [Source:HGNC Symbol;Acc:14847]
11	500	68	5423827	5424777	1	ENSG00000184321	OR51J1	olfactory receptor, family 51, subfamily J, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:14856]
11	500	68	5443341	5444436	1	ENSG00000167360	OR51Q1	olfactory receptor, family 51, subfamily Q, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:14851]
11	500	68	5461800	5462744	-1	ENSG00000167359	OR51I1	olfactory receptor, family 51, subfamily I, member 1 [Source:HGNC Symbol;Acc:15200]
11	500	68	5474638	5475707	1	ENSG00000187918	OR51I2	olfactory receptor, family 51, subfamily I, member 2 [Source:HGNC Symbol;Acc:15201]
11	500	68	5509915	5510979	1	ENSG00000181609	OR52D1	olfactory receptor, family 52, subfamily D, member 1 [Source:HGNC Symbol;Acc:15212]
11	500	68	5565719	5566779	-1	ENSG00000181616	OR52H1	olfactory receptor, family 52, subfamily H, member 1 [Source:HGNC Symbol;Acc:15218]
11	500	68	5602107	5603114	1	ENSG00000187747	OR52B6	olfactory receptor, family 52, subfamily B, member 6 [Source:HGNC Symbol;Acc:15211]
11	500	68	5757681	5758768	1	ENSG00000181023	OR56B1	olfactory receptor, family 56, subfamily B, member 1 [Source:HGNC Symbol;Acc:15245]
11	500	68	5775923	5776959	1	ENSG00000181074	OR52N4	olfactory receptor, family 52, subfamily N, member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:15230]
11	500	68	5798864	5799897	-1	ENSG00000181009	OR52N5	olfactory receptor, family 52, subfamily N, member 5 [Source:HGNC Symbol;Acc:15231]
11	500	68	5809084	5810046	-1	ENSG00000181001	OR52N1	olfactory receptor, family 52, subfamily N, member 1 [Source:HGNC Symbol;Acc:14853]
11	500	68	5841544	5842578	1	ENSG00000180988	OR52N2	olfactory receptor, family 52, subfamily N, member 2 [Source:HGNC Symbol;Acc:15228]
11	500	68	5862158	5863182	-1	ENSG00000205409	OR52E6	olfactory receptor, family 52, subfamily E, member 6 [Source:HGNC Symbol;Acc:15215]
11	500	68	5877904	5878964	-1	ENSG00000183269	OR52E8	olfactory receptor, family 52, subfamily E, member 8 [Source:HGNC Symbol;Acc:15217]
11	500	68	5905501	5906527	1	ENSG00000180974	OR52E4	olfactory receptor, family 52, subfamily E, member 4 [Source:HGNC Symbol;Acc:15213]
11	500	68	5968570	5969591	1	ENSG00000184478	OR56A3	olfactory receptor, family 56, subfamily A, member 3 [Source:HGNC Symbol;Acc:14786]
11	500	68	5988407	5989724	-1	ENSG00000188691	RP11-451K18.7	
11	500	68	6007122	6008215	-1	ENSG00000183313	OR52L1	olfactory receptor, family 52, subfamily L, member 1 [Source:HGNC Symbol;Acc:14785]
11	500	68	6023216	6024424	-1	ENSG00000183389	OR56A4	olfactory receptor, family 56, subfamily A, member 4 [Source:HGNC Symbol;Acc:14791]
11	500	68	6047901	6048971	-1	ENSG00000180934	OR56A1	olfactory receptor, family 56, subfamily A, member 1 [Source:HGNC Symbol;Acc:14781]
11	500	68	6128914	6130065	1	ENSG00000180919	OR56B4	olfactory receptor, family 56, subfamily B, member 4 [Source:HGNC Symbol;Acc:15248]
11	500	68	6190560	6191638	-1	ENSG00000255307	OR52B2	olfactory receptor, family 52, subfamily B, member 2 [Source:HGNC Symbol;Acc:15207]
11	500	68	6220376	6221489	1	ENSG00000175485	OR52W1	olfactory receptor, family 52, subfamily W, member 1 [Source:HGNC Symbol;Acc:15239]
11	500	68	6789218	6790286	-1	ENSG00000188124	OR2AG2	olfactory receptor, family 2, subfamily AG, member 2 [Source:HGNC Symbol;Acc:15143]
11	500	68	6806248	6807245	1	ENSG00000170803	OR2AG1	olfactory receptor, family 2, subfamily AG, member 1 [Source:HGNC Symbol;Acc:15142]
11	500	68	6815756	6817128	-1	ENSG00000184933	OR6A2	olfactory receptor, family 6, subfamily A, member 2 [Source:HGNC Symbol;Acc:15301]
11	500	68	6866883	6867936	1	ENSG00000166363	OR10A5	olfactory receptor, family 10, subfamily A, member 5 [Source:HGNC Symbol;Acc:15131]
11	500	68	6890924	6891976	1	ENSG00000170790	OR10A2	olfactory receptor, family 10, subfamily A, member 2 [Source:HGNC Symbol;Acc:8161]
11	500	68	6897856	6898850	1	ENSG00000170782	OR10A4	olfactory receptor, family 10, subfamily A, member 4 [Source:HGNC Symbol;Acc:15130]
11	500	68	6912721	6913830	-1	ENSG00000166368	OR2D2	olfactory receptor, family 2, subfamily D, member 2 [Source:HGNC Symbol;Acc:8244]
11	500	68	6942205	6943264	1	ENSG00000178358	OR2D3	olfactory receptor, family 2, subfamily D, member 3 [Source:HGNC Symbol;Acc:15146]
11	500	68	7817452	7818520	-1	ENSG00000183303	OR5P2	olfactory receptor, family 5, subfamily P, member 2 [Source:HGNC Symbol;Acc:14783]
11	500	68	7846584	7847519	-1	ENSG00000182334	OR5P3	olfactory receptor, family 5, subfamily P, member 3 [Source:HGNC Symbol;Acc:14784]
11	500	68	7949180	7950209	-1	ENSG00000175393	OR10A6	olfactory receptor, family 10, subfamily A, member 6 [Source:HGNC Symbol;Acc:15132]
11	500	68	7960081	7961141	-1	ENSG00000170683	OR10A3	olfactory receptor, family 10, subfamily A, member 3 [Source:HGNC Symbol;Acc:8162]
11	501	2	14926543	15103888	1	ENSG00000175868	CALCB	calcitonin-related polypeptide beta [Source:HGNC Symbol;Acc:1438]
11	501	2	14988214	14993900	-1	ENSG00000110680	CALCA	calcitonin-related polypeptide alpha [Source:HGNC Symbol;Acc:1437]
11	502	4	18142502	18160027	1	ENSG00000179826	MRGPRX3	MAS-related GPR, member X3 [Source:HGNC Symbol;Acc:17980]
11	502	4	18194384	18195827	1	ENSG00000179817	MRGPRX4	MAS-related GPR, member X4 [Source:HGNC Symbol;Acc:17617]
11	502	4	18955360	18961054	-1	ENSG00000170255	MRGPRX1	MAS-related GPR, member X1 [Source:HGNC Symbol;Acc:17962]
11	502	4	19076002	19082228	-1	ENSG00000183695	MRGPRX2	MAS-related GPR, member X2 [Source:HGNC Symbol;Acc:17983]
11	504	4	18252896	18258440	-1	ENSG00000148965	SAA4	serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:10516]
11	504	4	18252970	18270182	-1	ENSG00000255071	SAA2-SAA4	SAA2-SAA4 readthrough [Source:HGNC Symbol;Acc:39550]
11	504	4	18260770	18270190	-1	ENSG00000134339	SAA2	serum amyloid A2 [Source:HGNC Symbol;Acc:10514]
11	504	4	18287721	18291524	1	ENSG00000173432	SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:10513]
11	505	2	18433854	18473605	1	ENSG00000166796	LDHC	lactate dehydrogenase C [Source:HGNC Symbol;Acc:6544]
11	505	2	18477371	18501147	1	ENSG00000166800	LDHAL6A	lactate dehydrogenase A-like 6A [Source:HGNC Symbol;Acc:28335]
11	506	2	22214722	22304903	1	ENSG00000171714	ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:27337]
11	506	2	26210829	26684835	1	ENSG00000134343	ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:14004]
11	507	2	34500340	34535352	-1	ENSG00000135374	ELF5	E74-like factor 5 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3320]
11	507	2	34642640	34682604	1	ENSG00000135373	EHF	ets homologous factor [Source:HGNC Symbol;Acc:3246]
11	508	2	44069531	44081527	1	ENSG00000205126	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like [Source:HGNC Symbol;Acc:34391]
11	508	2	44087475	44105772	1	ENSG00000110455	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional) [Source:HGNC Symbol;Acc:23989]
11	509	79	48238344	48239314	1	ENSG00000175619	OR4B1	olfactory receptor, family 4, subfamily B, member 1 [Source:HGNC Symbol;Acc:8290]
11	509	79	48266608	48267622	1	ENSG00000172208	OR4X2	olfactory receptor, family 4, subfamily X, member 2 [Source:HGNC Symbol;Acc:15184]
11	509	79	48285413	48286330	1	ENSG00000176567	OR4X1	olfactory receptor, family 4, subfamily X, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:14854]
11	509	79	48327775	48328704	1	ENSG00000176555	OR4S1	olfactory receptor, family 4, subfamily S, member 1 [Source:HGNC Symbol;Acc:14705]
11	509	79	48346472	48347507	1	ENSG00000176547	OR4C3	olfactory receptor, family 4, subfamily C, member 3 [Source:HGNC Symbol;Acc:14697]
11	509	79	48387037	48388017	-1	ENSG00000176540	OR4C5	olfactory receptor, family 4, subfamily C, member 5 [Source:HGNC Symbol;Acc:14702]
11	509	79	48510269	48511332	1	ENSG00000237388	OR4A47	olfactory receptor, family 4, subfamily A, member 47 [Source:HGNC Symbol;Acc:31266]
11	509	79	49973943	49974971	1	ENSG00000258817	OR4C13	olfactory receptor, family 4, subfamily C, member 13 [Source:HGNC Symbol;Acc:15169]
11	509	79	50003009	50004071	-1	ENSG00000221954	OR4C12	olfactory receptor, family 4, subfamily C, member 12 [Source:HGNC Symbol;Acc:15168]
11	509	79	51411378	51412448	-1	ENSG00000221840	OR4A5	olfactory receptor, family 4, subfamily A, member 5 [Source:HGNC Symbol;Acc:15162]
11	509	79	51435459	51436403	-1	ENSG00000225997	OR4A8P	olfactory receptor, family 4, subfamily A, member 8 pseudogene [Source:HGNC Symbol;Acc:15165]
11	509	79	51515282	51516211	1	ENSG00000185926	OR4C46	olfactory receptor, family 4, subfamily C, member 46 [Source:HGNC Symbol;Acc:31271]
11	509	79	55110627	55111707	1	ENSG00000181961	OR4A16	olfactory receptor, family 4, subfamily A, member 16 [Source:HGNC Symbol;Acc:15153]
11	509	79	55135360	55136394	1	ENSG00000181958	OR4A15	olfactory receptor, family 4, subfamily A, member 15 [Source:HGNC Symbol;Acc:15152]
11	509	79	55321783	55322895	1	ENSG00000181939	OR4C15	olfactory receptor, family 4, subfamily C, member 15 [Source:HGNC Symbol;Acc:15171]
11	509	79	55339604	55340536	1	ENSG00000181935	OR4C16	olfactory receptor, family 4, subfamily C, member 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:15172]
11	509	79	55370830	55371874	-1	ENSG00000172188	OR4C11	olfactory receptor, family 4, subfamily C, member 11 [Source:HGNC Symbol;Acc:15167]
11	509	79	55405834	55406772	1	ENSG00000181927	OR4P4	olfactory receptor, family 4, subfamily P, member 4 [Source:HGNC Symbol;Acc:15180]
11	509	79	55418380	55419315	1	ENSG00000174982	OR4S2	olfactory receptor, family 4, subfamily S, member 2 [Source:HGNC Symbol;Acc:15183]
11	509	79	55432614	55433671	1	ENSG00000181903	OR4C6	olfactory receptor, family 4, subfamily C, member 6 [Source:HGNC Symbol;Acc:14743]
11	509	79	55540914	55541858	1	ENSG00000198877	OR5D13	olfactory receptor, family 5, subfamily D, member 13 [Source:HGNC Symbol;Acc:15280]
11	509	79	55563032	55563976	1	ENSG00000186113	OR5D14	olfactory receptor, family 5, subfamily D, member 14 [Source:HGNC Symbol;Acc:15281]
11	509	79	55578854	55579952	1	ENSG00000186117	OR5L1	olfactory receptor, family 5, subfamily L, member 1 [Source:HGNC Symbol;Acc:8350]
11	509	79	55587086	55588073	1	ENSG00000186119	OR5D18	olfactory receptor, family 5, subfamily D, member 18 [Source:HGNC Symbol;Acc:15285]
11	509	79	55594695	55595630	1	ENSG00000205030	OR5L2	olfactory receptor, family 5, subfamily L, member 2 [Source:HGNC Symbol;Acc:8351]
11	509	79	55606228	55607214	1	ENSG00000205029	OR5D16	olfactory receptor, family 5, subfamily D, member 16 [Source:HGNC Symbol;Acc:15283]
11	509	79	55681126	55682058	-1	ENSG00000187612	OR5W2	olfactory receptor, family 5, subfamily W, member 2 [Source:HGNC Symbol;Acc:15299]
11	509	79	55702932	55703876	-1	ENSG00000167825	OR5I1	olfactory receptor, family 5, subfamily I, member 1 [Source:HGNC Symbol;Acc:8347]
11	509	79	55734975	55735990	-1	ENSG00000174970	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1 [Source:HGNC Symbol;Acc:19607]
11	509	79	55761157	55762101	-1	ENSG00000149133	OR5F1	olfactory receptor, family 5, subfamily F, member 1 [Source:HGNC Symbol;Acc:8343]
11	509	79	55797895	55798869	1	ENSG00000181785	OR5AS1	olfactory receptor, family 5, subfamily AS, member 1 [Source:HGNC Symbol;Acc:15261]
